	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ICA1	1052.46016535158	0.27140276763812	0.135805251801164	1.9984703392435	0.0456656924778388	0.944041079056005
DBNDD1	1011.70704905702	-0.0719903610101563	0.236461412892082	-0.304448663017217	0.760786098425239	1
ALS2	3149.35995431678	0.194998094847096	0.139007776744352	1.4027855089411	0.16068080948456	1
CASP10	293.467685411192	0.355610772132266	0.400094451627679	0.88881705478683	0.374101408527829	1
CFLAR	1326.1347348338	0.0199416656973456	0.295145289300932	0.0675655903049597	0.946131447737568	1
TFPI	340.561532981437	0.0358369526716324	0.381493029073219	0.0939386828605834	0.925157865207126	1
NDUFAF7	1146.04693178915	0.322943391965207	0.149200435459755	2.16449362878916	0.0304264850420923	0.849783655780972
RBM5	8182.57469001707	0.257209929020394	0.160266230626101	1.60489161076273	0.108517660103289	1
MTMR7	437.781234031891	0.151825942372009	0.241763252366759	0.627994291463641	0.530007679596843	1
SLC7A2	3438.81545696021	0.176234288104032	0.401199915277439	0.43926800927204	0.660467351411077	1
ARF5	2178.80428945538	-0.226884300739564	0.178062355349538	-1.27418454223066	0.202598022112185	1
SARM1	558.787452271962	-0.846188953046648	0.299594206519545	-2.82445032191049	0.0047361789670967	0.366225038630752
POLDIP2	1992.77536837086	-0.164738280612708	0.152910118598981	-1.07735369066548	0.281322284439393	1
PLXND1	368.001718185404	0.0591733681331873	0.338873602633087	0.174617815236724	0.861379949126945	1
AK2	1981.25003630786	0.00139765968938532	0.21569353290369	0.00647984049669859	0.99482987149209	1
CD38	1.17681410148844	0.30601198142068	1.31212400563577	0.233218796475266	0.815591510766298	1
FKBP4	3273.44614777111	-0.179989393032552	0.172122270962853	-1.04570659000541	0.295696519298732	1
KDM1A	7921.17947888495	-0.0724458997673868	0.143967449505166	-0.50321027438072	0.614816441930238	1
RBM6	6958.39964679235	0.13066154314589	0.210193722354435	0.621624383841326	0.534188883541021	1
CAMKK1	113.604826110419	0.0840394624386456	0.252838088246989	0.332384503542639	0.73959893841581	1
RECQL	1336.36484764624	0.0669067665510021	0.131749533067582	0.507833044969363	0.611570433292446	1
VPS50	527.325405154873	0.256876029974335	0.180896406207696	1.42001732018603	0.155602638719478	1
HSPB6	5.58463204946137	0.163990490458305	0.652150832797912	0.251460984500686	0.801457723093166	1
ARHGAP33	197.424274454822	-0.00341813644449273	0.411528599408802	-0.00830595115236994	0.993372886012296	1
NDUFAB1	1136.22485787202	0.0440408865551978	0.102113461806563	0.431293639213074	0.66625487478371	1
PDK4	212.072684637303	-0.533213591857511	0.675061118590063	-0.789874541983968	0.429601040387793	1
ZMYND10	58.7139874433813	-0.494608722216012	0.62305342865401	-0.793846401398548	0.427284855816959	1
ABCB5	1.23491661928352	2.47037109522675	1.47298385586503	1.67712027894291	0.0935189640636368	1
ARX	71.9260883039117	-0.158425784818472	0.89084899191077	-0.177836857039785	0.858851100956218	1
SLC25A13	3004.07941559543	0.121729033546612	0.116564391325618	1.04430720361733	0.296343281103261	1
ST7	403.167656556243	-0.145610345658193	0.15507158072054	-0.938987949833326	0.347736931227635	1
CDC27	2771.9804289366	0.0985082796406864	0.159445849547675	0.617816518398817	0.536696293514441	1
SLC4A1	1.13721448527306	-0.677460256520525	1.20572116330231	-0.561871415332092	0.5742036304424	1
CALCR	707.760848062116	1.44851543410429	0.482182839845358	3.00407918823665	0.00266385980999896	0.2561567627921
HCCS	589.496971281278	0.0681318311082976	0.224249587977933	0.303821432728795	0.761263937173176	1
DVL2	872.389231603581	-0.31819086037039	0.262062305208182	-1.21418019320871	0.22467892228576	1
PRSS22	96.0624809398393	0.529687119765838	0.515720675358825	1.02708141262185	0.304382130257292	1
UPF1	1548.50725745964	-0.0262174791332859	0.239304575437752	-0.109556948860368	0.912760754889486	1
SKAP2	1187.06842957897	0.125812755663361	0.318184154345008	0.395408614619262	0.69254135243458	1
SLC25A5	4569.53306616133	0.0516679336971275	0.109585612597163	0.471484645407411	0.63729468206294	1
MCUB	160.655650090311	0.351827167965074	0.238912392774453	1.47262000049206	0.140853528723575	1
HOXA11	0.584911720254672	0.718206837196619	2.36092574316892	0.304205602092599	0.760971257121284	1
POLR2J	132.365021554707	-0.307833816034934	0.363210674793424	-0.84753515631118	0.396696899994829	1
DHX33	1588.51602587866	0.0181393473995178	0.177154201376551	0.102392984521782	0.918444751946571	1
MEOX1	7.31644290190767	0.377622816116899	1.21362862384344	0.31115187026572	0.755685170057179	1
THSD7A	172.666997081965	-1.36317870865217	0.45760203502346	-2.97896120278898	0.00289227397186757	0.271084951363224
LIG3	1977.26728784532	-0.157157343404881	0.108343400317107	-1.4505483762269	0.146905659192112	1
RPAP3	1478.21348628139	0.0452054766918207	0.140622854917087	0.321466071204959	0.747857220126151	1
ACSM3	208.410971833256	-0.250749012957918	0.539616842527865	-0.46467973791046	0.642160820599118	1
REXO5	115.979922119495	-0.00318516569228547	0.28982223385252	-0.0109900667383107	0.991231371942437	1
CIAPIN1	1840.89333874539	0.0330755154310182	0.127623162365557	0.259165458823835	0.795507580671188	1
SPPL2B	396.88711017106	-0.404486079954605	0.366655461714119	-1.10317756638242	0.269950061493256	1
FAM214B	660.25794582572	0.0788921875619086	0.201813526426324	0.39091625303277	0.695859139838181	1
COPZ2	11.0050886352886	0.502610432736972	0.592963680425881	0.847624313812922	0.396647229185068	1
PRKAR2B	920.127027809616	0.187949356790881	0.254991319691216	0.737081391705724	0.461072854570081	1
MSL3	756.890596378592	0.0532675052919675	0.150204804838328	0.354632498935715	0.722864925966529	1
CREBBP	3394.5324897247	0.0132300958402737	0.154635419566953	0.0855566976655396	0.931818822439457	1
TSPOAP1	526.570898737786	-0.152178554164901	0.314912741505255	-0.483240384106088	0.628925064121342	1
MPO	0.665365050988333	0.816155103409094	1.45265641089454	0.561836300234623	0.574227557260686	1
PON1	15.0385900637202	0.059493814700543	0.543800907715097	0.109403669351196	0.912882323498834	1
GCFC2	652.087284858066	-0.194788625717836	0.180643948421443	-1.07830141789966	0.280899264520201	1
WDR54	814.236692882667	-0.0772965746891144	0.253269125059294	-0.305195410893524	0.76021732736285	1
CROT	481.408997839134	0.496450015884841	0.41186296851844	1.20537667581691	0.228057921446093	1
ABCB4	19.0024315383429	0.537380036043692	0.466700384319017	1.15144545429892	0.249549023088521	1
KMT2E	3488.37579030627	-0.0778133400500932	0.16815749623412	-0.462740833996222	0.643550145200117	1
RHBDD2	804.730051366737	-0.120582630166808	0.258803626843805	-0.465923262503517	0.641270429419198	1
SOX8	71.879612488455	0.253295392936181	0.260867298849618	0.970974108495671	0.33156117197858	1
IBTK	2814.0210819608	0.171417105687224	0.173495718105762	0.988019229285699	0.323143230773729	1
ZNF195	1968.51574605365	0.206835217191242	0.208714513049955	0.990995854426936	0.321687604542113	1
MYCBP2	1650.93156649347	0.327006515404624	0.198182942461075	1.65002351536309	0.0989381265669378	1
FBXL3	853.90968400424	0.342211539453279	0.155708553242149	2.19776969426393	0.0279655221188217	0.818039173775075
ITGAL	20.1171508595777	0.787581088693273	0.882911049488123	0.892027672719558	0.372378100033376	1
PDK2	351.399477287924	-0.0759309381783861	0.273046324137251	-0.278088117165856	0.780944717249051	1
ITGA3	472.801854984781	0.160606643281408	0.351307227144339	0.457168628686994	0.647549845173765	1
ZFX	1162.98489002733	0.237657038484613	0.201962516317358	1.1767383513442	0.239299955440979	1
LAMP2	2447.07554705004	-0.0153373736432025	0.165190039807855	-0.092846842709418	0.9260252366064	1
ITGA2B	74.4376364637803	-0.120444418391889	0.446674591359267	-0.269646898932324	0.787431916140654	1
ASB4	1.53813567749047	0.747782917606284	1.16450473573758	0.642146738143277	0.520777911643614	1
GDE1	2645.96159727991	0.182519422379313	0.133002321745582	1.37230252813519	0.169969278950191	1
REX1BD	162.961741998805	-0.29053693056317	0.271265739733975	-1.07104174249241	0.28415066104179	1
CRLF1	93.1366037812635	0.444749161209404	0.3619372743162	1.22880176419977	0.219146139925624	1
OSBPL7	258.108561637068	0.114755830275436	0.261402680054849	0.439000205550139	0.660661387388795	1
TMEM98	3480.57325789621	-0.046784907405307	0.179705884851727	-0.260341543316229	0.794600330144974	1
YBX2	584.731635405174	-0.1307434006299	0.282577000862183	-0.462682384734012	0.643592046493542	1
MAP3K14	119.903972375021	0.338041256447728	0.276000448994858	1.2247851685706	0.220656174530474	1
ABCC8	94.8708632899068	0.651028678827371	0.88185628040934	0.738248049359218	0.460363729272887	1
TMEM132A	1446.60669785398	-0.149415715407941	0.28549590466223	-0.523355021798702	0.600727218134943	1
AP2B1	11131.142855069	0.101018018530881	0.141853798658055	0.712127694052029	0.476385706429608	1
TAC1	11.6606156482769	0.141809720508554	0.704331891619454	0.201339343278201	0.840433240908681	1
ZNF263	1024.68411918617	0.15171504767356	0.108720871419039	1.39545466931377	0.16287877537107	1
CX3CL1	20.4734733148023	-0.60790398205111	0.486763589953368	-1.24886904977701	0.211712973452181	1
SPATA20	933.541058115403	-0.333259073898359	0.297613762181353	-1.11977037437968	0.262811626938536	1
CACNA1G	24.1876782137069	-0.133378122338417	0.430973598371937	-0.309480958560504	0.756955694563646	1
TNFRSF12A	500.997694104128	0.122782951000684	0.358616672610081	0.342379371564198	0.732065410579278	1
DLX6	7.52659810579066	0.890326859972367	1.277656480095	0.696843692998109	0.485900618856414	1
MAP3K9	2489.04179579427	0.0408326290952852	0.200938534916397	0.203209549190125	0.838971249375701	1
RALA	2575.79416710075	0.0690421132931011	0.140534412902822	0.491282610906432	0.623226577019504	1
BAIAP2L1	1213.88836525534	0.196966408348424	0.18583729038296	1.05988635511489	0.2891963039624	1
KDM7A	1714.80920283117	0.00708114210409605	0.245548495142594	0.028838059463504	0.976993746430606	1
ETV1	930.437753913651	-0.00527134190085359	0.480569378176745	-0.0109689508741751	0.991248218948938	1
AGK	959.229450258707	-0.0268439231848349	0.0963394700589189	-0.278638891914372	0.780521962832015	1
ALDH3B1	14.1176251235516	-0.330574492806569	0.336948559396291	-0.981082968269276	0.326551828639696	1
TTC22	15.2670825841161	-0.068133424553345	0.456530645987912	-0.149241732514818	0.881362890925921	1
PHTF2	914.890517623548	0.173396437676521	0.245794724655951	0.705452234254541	0.480528847456021	1
CCL26	18.168571184595	0.225918681020102	0.551432539894316	0.409694141487189	0.682030328197342	1
FARP2	378.62812952702	0.162743137048478	0.152273040085085	1.06875870447942	0.285178411561566	1
USH1C	137.508476781138	0.0788163397292821	0.476910417393458	0.16526445398289	0.86873583567726	1
GGCT	761.229356999603	0.0127472485404606	0.158731725455278	0.0803068731464903	0.935993191891641	1
DBF4	706.449902879168	0.0124430107908406	0.278292872301048	0.0447119277182929	0.96433692626305	1
TBXA2R	3.06434892919075	0.608913786112716	1.12778960361883	0.539917892627173	0.589253657887055	1
IFRD1	1633.28123505066	-0.0191760310105093	0.230980923801044	-0.0830199771260186	0.933835654996864	1
LGALS14	12.9157129850881	1.7393527264386	0.677520167815708	2.56723387592459	0.0102513444316929	0.517370299045647
COX10	454.675739141515	-0.0189531084038171	0.113724489625626	-0.166658109139109	0.86763906852542	1
GTF2IRD1	838.64666336067	-0.307752066480468	0.197796238345148	-1.55590454629097	0.119730792172191	1
PAF1	933.483133921058	0.077219417940972	0.143455375252436	0.538281802303262	0.590382512715087	1
VPS41	2442.11358400068	0.155692745916724	0.131565014730784	1.18339017584053	0.236654549005399	1
ARHGAP44	394.47908633566	0.130807865482488	0.161680296682565	0.809052606696474	0.418484887375053	1
ELAC2	1665.18937590802	-0.0678621874202579	0.13625581149232	-0.498049856934599	0.618448901772157	1
SCIN	39.5633220839442	0.704119718319548	0.701739913105114	1.00339129237199	0.315672103785354	1
ARSD	587.766728122618	0.0563628581630155	0.196054412166956	0.287485793051258	0.77374037853816	1
PNPLA4	283.509322442057	-0.492247890978165	0.208363020689918	-2.3624532287364	0.0181544320766738	0.689581769986079
MYH13	0.771101120152104	-0.00312843535289988	2.30839700497567	-0.00135524147109732	0.99891867408506	1
ADIPOR2	2912.95859108927	0.0188125818202348	0.125374167516496	0.150051499386902	0.880723984529093	1
CDKL3	96.6753321528393	0.0489297059489833	0.282659255749825	0.173104913260968	0.862568963032236	1
UPP2	0.840907332569453	-0.00312613992595118	1.69197423100958	-0.00184762856824709	0.998525806530048	1
PRSS21	4.13074342478393	1.37198718730661	3.48511517293547	0.393670544365683	0.693824291062024	1
MARK4	1034.42140926504	-0.233819102669089	0.217704966981651	-1.07401822710272	0.282814512354374	1
PROM1	3784.32360250469	-0.0809367298123329	0.360508250308053	-0.224507288649213	0.822362596138961	1
CCDC124	127.015797734204	-0.238568447562841	0.44744981854499	-0.533173637970429	0.593913388318291	1
CEACAM21	1.79944178368757	2.8075391305787	1.28664338104859	2.18206472122104	0.0291047564337232	0.83849996164079
PAFAH1B1	6916.52542700895	0.0797459452266865	0.113853245351564	0.700427510699776	0.48366036060362	1
NOS2	59.9529809339741	-0.237103892669738	0.94940047129201	-0.249740651958041	0.802787918371966	1
DNAH9	74.7825197609962	0.187966705281654	0.500541953329991	0.375526375024419	0.707269034838155	1
KIAA0100	5370.9043028409	0.0457709723510664	0.090235093816967	0.507241367132707	0.611985472885522	1
SLC13A2	0.741627836395205	0	2.00172775665667	0	1	1
GAS7	632.961517918813	1.22262612573636	0.327038335085593	3.73847954374026	0.000185136553783583	0.0392979561369447
TRAPPC6A	82.3435029265069	-0.430823591765328	0.432080050294811	-0.997092070025855	0.318719821823593	1
MATK	38.750263712991	-0.323636658992937	0.411535040118333	-0.786413372965467	0.431625351412663	1
CEACAM7	0.61235758620024	-0.0351640374259118	1.47249444840553	-0.0238805908327795	0.980947856139965	1
CD79B	2.8409361051624	-0.214229682731045	1.4905569104074	-0.143724591282121	0.885717951770614	1
SCN4A	40.1914700813829	-0.665588846823583	0.665800081039301	-0.999682736272143	0.317464069286971	1
ST7L	319.184942019351	-0.0147216625672517	0.229075830956944	-0.0642654552675995	0.94875885927572	1
TKTL1	1.752807959199	0.509105162654735	1.01513076780965	0.501516827977968	0.616007437693672	1
PAX6	337.483602306234	-0.239607913326809	0.697213142685035	-0.34366522754298	0.731098064477344	1
RPUSD1	89.0075025086958	-0.237486022494193	0.496722712089297	-0.478105825874739	0.632574885738991	1
RHBDF1	738.777632593584	0.222197403280133	0.303347651455609	0.732484336746705	0.463872999525426	1
LUC7L	2617.85088728018	0.0218225190683316	0.120359277646099	0.181311482547261	0.856123093631798	1
CACNA2D2	647.57207711168	0.435025269798894	0.234163285439096	1.85778598460962	0.0631994122039596	1
BAIAP3	204.824657716239	0.23759224998725	0.456638978613462	0.520306546560425	0.602849933763155	1
TSR3	212.51911029893	-0.218808723010085	0.274480913590825	-0.797172816672668	0.425350671030079	1
PIGQ	381.660588940258	-0.665548988613044	0.373512588815273	-1.78186494523268	0.0747712582576358	1
CRAMP1	1789.68838607268	0.108140453959585	0.138180860278586	0.782600815638022	0.433861562382917	1
TEAD3	1083.73585593097	0.148727942039201	0.24338179914373	0.611089007322892	0.541140656838959	1
SELE	1.62679699811773	0	2.49865004919715	0	1	1
DNAJC11	1634.90415692824	-0.0880774847991603	0.186215842911013	-0.472985989925947	0.636223174569759	1
MYLIP	1015.50431297147	-0.216390576923265	0.3474095400826	-0.622868839099282	0.533370716637432	1
NOX1	8.3456134163221	0.091541123626294	0.544172646188004	0.168220737053857	0.866409627601101	1
E2F2	163.39048621179	-0.367415425520697	0.374206945693673	-0.981850897608579	0.326173309098694	1
PSMB1	3759.81884696807	-0.0787767142546031	0.0954046639479328	-0.825711354086374	0.408967849945564	1
SYN1	68.7363575204798	-0.0303790768469338	0.397677648233015	-0.076391210272732	0.939107862359337	1
JARID2	5209.2894564436	0.359453250976847	0.169227848341019	2.12407859876878	0.0336635717376371	0.873726205790234
CDKL5	641.652253581608	0.0431600521371948	0.278406893617582	0.155025084244067	0.876801541996773	1
CAMK1G	27.8135836223902	-0.334428221615587	0.613266212389155	-0.545323082960539	0.585531331088085	1
CDK11A	555.310594726172	0.0266041609481024	0.155670377195613	0.170900600534115	0.86430192445223	1
NADK	760.891249241235	-0.129783400014926	0.241808605466761	-0.536719525611615	0.59146136660891	1
TFAP2B	8.13956790497703	0.718192838319186	1.8618435883167	0.385742842645825	0.699687129993559	1
DLEC1	132.689954114645	-0.0441605424662012	0.538781260881455	-0.0819637683648348	0.934675525134554	1
CYTH3	581.004783893774	0.222842112007967	0.181931114124028	1.22487081487364	0.220623898240532	1
ADAM22	510.711726802047	0.0647257155839719	0.198534746575219	0.326017066032566	0.74441144311792	1
SYPL1	2645.81742920165	0.0741919674844094	0.136250792885788	0.54452503294128	0.58608022697955	1
CYB561	515.605355209374	-0.0281881876582025	0.186851644697594	-0.150858654221765	0.880087216281789	1
SPAG9	3776.60794491681	0.161581737686509	0.210359227450103	0.768122889806848	0.442414179193689	1
CELSR3	878.197118900617	-0.278404617482687	0.271470921951902	-1.02554120891081	0.305107891552207	1
AASS	6254.42757310989	0.234848748250026	0.197948537756322	1.18641315016496	0.235459181052885	1
PLEKHG6	228.17393288481	0.196973265777535	0.37520052408463	0.524981318344603	0.599596177862608	1
SS18L2	491.065518798064	-0.104746627545421	0.135020769270262	-0.775781593539556	0.437877953723652	1
MPND	230.597548603976	0.128715433334275	0.347742672667807	0.370145637711927	0.711273979153308	1
MGST1	2413.60790211651	-0.037080120608746	0.199652389353179	-0.185723400200097	0.852661676867054	1
CRY1	1308.15530772763	0.0786423483038459	0.174365718573793	0.451019552163654	0.651975457231433	1
PGLYRP1	1.21833958437765	1.52115991916747	1.04619672021704	1.45399033448689	0.145948985939238	1
NFIX	12.0952833073349	0.0421375932953642	0.488344272654014	0.0862866540163525	0.931238547458042	1
ST3GAL1	332.67467379559	0.163571453592856	0.275169903879561	0.594438022787731	0.552219183622098	1
MMP25	123.312323294067	-0.101200590325116	0.6020229743147	-0.16810087761238	0.866503918941345	1
IL32	21.3395315703714	0.648730612450201	0.813957082252423	0.797008376234041	0.425446166648583	1
PKD1	341.219704926999	-0.248479871939798	0.402928976392141	-0.616684047309545	0.537443145475278	1
MAPK8IP2	47.8740274219467	-0.381068537043331	0.526636659990051	-0.723589081418165	0.469318046581847	1
MED24	1581.49421427502	-0.192568225750644	0.154529974882316	-1.24615451401773	0.212707674484379	1
RHOBTB2	309.57209439796	-0.297595853547499	0.197615605855926	-1.50593295634994	0.132084385292731	1
HEATR5B	1826.90992224912	0.093250720490497	0.18636897131512	0.500355396246863	0.616824854298427	1
SEC62	3352.68252947727	-0.0759330755275423	0.12465420994297	-0.609149707517156	0.542425212303986	1
RPS20	6944.22635388586	-0.15856991878464	0.128667117555284	-1.23240437648343	0.217798066900687	1
CSDE1	26716.7880869223	-0.0136718628451589	0.178126168512027	-0.0767538142170043	0.938819393210697	1
UBE3C	2868.15613415136	0.0763688742551875	0.128194070952306	0.595728598739952	0.551356549706373	1
REV3L	2114.19775629455	0.762341834610728	0.253633268711643	3.00568548630519	0.00264982924654047	0.2561567627921
TENM1	161.265513130277	1.29793147813402	0.422818933639441	3.06970992751434	0.00214266764046153	0.22852658661888
PAX7	69.3571647532662	2.4719753432189	1.50253024764923	1.64520837240143	0.099926847547694	1
MASP2	179.081649688673	0.463873715799461	0.404169595199892	1.14772046514296	0.251083979959081	1
IYD	2.89810848519312	-0.71351796563827	1.92989384764373	-0.36971876277518	0.711592050210008	1
FAM76A	267.946071164936	-0.143838115725287	0.249567429750273	-0.576349709852833	0.564378829235781	1
TRAF3IP3	50.2763311201546	-0.374068150591663	0.305964776149585	-1.22258566917122	0.221486228575497	1
POMT2	973.18581371405	-0.01845319671868	0.0979472814251535	-0.188399274080731	0.850563668708134	1
VTA1	2300.34286201101	0.0459991176583182	0.117684978663335	0.390866516532321	0.695895904962568	1
MLXIPL	320.757653213346	-0.369360889335267	0.599519894816216	-0.616094465803333	0.537832174422107	1
BAZ1B	4723.86611390031	0.00362517783191866	0.173997566963598	0.0208346466860487	0.983377559673201	1
RANBP9	2808.14976877776	-0.0638927367996263	0.142108943711203	-0.449603910429949	0.652996067961878	1
ETV7	7.92782899905646	1.25152823104735	0.615988393229207	2.03173995614826	0.0421799886365348	0.922628315099607
SPRTN	403.301020974888	0.122630703131572	0.209151798092024	0.586323924777431	0.557657856403083	1
METTL13	1022.47316343741	0.0401025975570055	0.176912600698606	0.226680278276648	0.82067236360939	1
DYRK4	111.394618483571	-0.29705712730001	0.189632597787849	-1.56648767545937	0.117234491631943	1
ZNF207	8268.40226725777	0.125412009952294	0.107321937929941	1.16855893931176	0.242581379654709	1
UQCRC1	2328.77858800408	-0.0642424468619621	0.215386674099194	-0.298265652369821	0.765500417286148	1
STARD3NL	1391.28323636467	-0.187398238444893	0.128937792607333	-1.45340039297551	0.146112617440634	1
CD9	871.349804477368	0.161095466665324	0.271558623098502	0.593225377368664	0.553030331284933	1
HHATL	0.624179319804385	0.996391616678118	1.5264043817783	0.652770411676425	0.513904301404619	1
NCAPD2	3718.83741898281	-0.0122748561179714	0.226912934584633	-0.0540950040615385	0.956859472602762	1
IFFO1	196.96095716816	-0.0768393449887256	0.229952153408927	-0.334153622175832	0.738263638566946	1
GIPR	668.139400038758	0.363082543284191	0.413713963730923	0.877617327706005	0.380151422640294	1
PHF7	125.289985071699	0.256082262779725	0.252181536294117	1.01546793053501	0.309882826004219	1
SEMA3G	19.5236527922405	-0.165947250891704	0.493606787321507	-0.336193211183734	0.736725171969054	1
NISCH	2994.57879395151	-0.058235164057507	0.167575938010129	-0.347515071370133	0.728204397896862	1
STAB1	8.27463957091928	-0.157859401481949	0.702422183246427	-0.224735786037339	0.822184823396379	1
FUZ	194.421978497588	-0.378784948667309	0.209350561920625	-1.80933332680008	0.070399234430795	1
SLC6A13	4.52417954523467	0.544622429324436	0.854081646436236	0.637670217592126	0.523688376480672	1
IDS	3913.24741201518	0.0694578326989766	0.191640066342902	0.362438993183687	0.7170240050411	1
PRSS3	145.827195894914	-0.0965598135764046	0.524459484866673	-0.184113008464232	0.853924801647615	1
ZNF200	401.26245074083	0.118252084833692	0.189743740486784	0.623219951974797	0.533139992164849	1
CD4	31.1235694904663	-0.242789274887259	0.366160029379024	-0.663068755207958	0.50728652043931	1
LRRC23	219.394776280397	0.0711977376926727	0.323571422368339	0.220037162650366	0.825842212270409	1
BTK	68.9259588524315	-0.660460441079142	0.539796695897456	-1.22353553865511	0.221127489743829	1
HFE	26.2455754238321	-0.0945911171195963	0.499998994316687	-0.18918261475479	0.849949693038157	1
SCMH1	824.902000129691	-0.187187058300473	0.184803876906228	-1.01289573267694	0.311109966904849	1
FYN	2180.56731636123	0.199190384425718	0.205287019558371	0.970301896604238	0.331896032196807	1
HIVEP2	441.745346638223	0.220756761013106	0.379582582837694	0.58157768821416	0.560851175222201	1
FMO1	11.684117211474	1.40005771019863	0.818908487047295	1.70966320699247	0.0873281701633391	1
ELOA	2054.51541274276	-0.0684753174914864	0.180858273243218	-0.378613133165333	0.704975168154218	1
LYPLA2	1182.04925527209	-0.196515623612097	0.31761527066131	-0.618722214466988	0.536099373034152	1
CLCN6	1223.30209248887	0.0326044773235633	0.203947829514935	0.159866753184425	0.872986038745585	1
MRC2	755.655244624718	-0.399100597405384	0.367811744057414	-1.08506757561033	0.277891726905273	1
NME1-NME2	3304.96644218523	0.0120878781114064	0.143699226791355	0.0841192982127701	0.932961581268438	1
SLC6A7	1.34041841275713	2.03856994649589	1.6123068823329	1.26438085009363	0.206093362894217	1
TSPAN9	637.410917098093	-0.166067098630006	0.213394828377793	-0.778215198055324	0.436442158592464	1
BTBD7	1829.99146772992	0.107835921531296	0.167909676925858	0.642225769863833	0.520726603147604	1
APBA3	124.71538658035	0.0514563634585797	0.316782798121649	0.16243420969727	0.870963933102374	1
MKS1	488.368323726363	-0.146029600064436	0.159633642974387	-0.914779599986117	0.360307346381635	1
ABHD5	336.914687602942	-0.0103123118109139	0.189148424460156	-0.0545196812521489	0.956521128536603	1
ANOS1	1017.62107206216	-0.355968661903303	0.311667503612004	-1.14214237216867	0.253394845230498	1
AKAP8L	2938.13547968117	-0.0242460800579844	0.216768943486911	-0.1118521854098	0.910940609122199	1
MBTD1	2831.71011924496	0.0265778189326345	0.195214945908127	0.13614643494122	0.891705519477562	1
UTP18	1302.52198250373	-0.0199174734594419	0.157063848097772	-0.126811317185119	0.899089738238238	1
